Pincode,QWIK GNG.,Del Serv.,Shadowfax Serv.,Bluedart Serv,Qwik HD.,Del HD.,City,State,Zone,GNG P1,HD P1
127030,InActive,Active,InActive,InActive,InActive,Active,BHIWANI,Haryana,NORTH,SJ93,SJ93
127031,InActive,Active,InActive,Active,Active,Active,BHIWANI,Haryana,NORTH,SJ93,SJ93
127032,InActive,Active,InActive,Active,Active,Active,HANSI,Haryana,NORTH,SJ93,SJ93
127035,InActive,Active,InActive,InActive,Active,Active,TOSHAM,Haryana,NORTH,SJ93,SJ93
127040,InActive,NSZ,InActive,Active,InActive,NSZ,TOSHAM,Haryana,NORTH,SJ93,SJ93
127041,Active,Active,InActive,Active,Active,Active,MAHAM,Haryana,NORTH,SJ93,SJ93
127042,InActive,Active,InActive,InActive,InActive,Active,CHARKHI DADRI,Haryana,NORTH,SJ93,SJ93
127043,InActive,NSZ,InActive,Active,InActive,NSZ,TOSHAM,Haryana,NORTH,SJ93,SJ93
127045,InActive,NSZ,InActive,Active,InActive,NSZ,HISAR,Haryana,NORTH,SJ93,SJ93
127046,InActive,NSZ,InActive,Active,InActive,NSZ,BAHAL,Haryana,NORTH,SJ93,SJ93
127111,InActive,Active,InActive,Active,InActive,Active,BHIWANI,Haryana,NORTH,SJ93,SJ93
127114,InActive,Active,InActive,InActive,Active,Active,BHIWANI,Haryana,NORTH,SJ93,SJ93
127201,InActive,Active,InActive,Active,InActive,Active,LOHARU,Haryana,NORTH,SJ93,SJ93
127306,InActive,Active,InActive,Active,InActive,Active,CHARKHI DADRI,Haryana,NORTH,SJ93,SJ93
127307,InActive,Active,InActive,InActive,InActive,Active,CHARKHI DADRI,Haryana,NORTH,SJ93,SJ93
127308,InActive,Active,InActive,Active,InActive,Active,LOHARU,Haryana,NORTH,SJ93,SJ93
127309,InActive,Active,Not active/Embargo,Active,InActive,Active,BHIWANI,Haryana,NORTH,SJ93,SJ93
127310,InActive,Active,InActive,Active,InActive,Active,CHARKHI DADRI,Haryana,NORTH,SJ93,SJ93
127311,InActive,Active,InActive,InActive,InActive,Active,BHIWANI,HARYANA,NORTH,SJ93,SJ93
127312,InActive,Active,InActive,InActive,InActive,Active,BHIWANI,HARYANA,NORTH,SJ93,SJ93
131001,InActive,Active,InActive,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131021,InActive,Active,InActive,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131022,Active,Active,Active,InActive,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131023,InActive,Active,Not active/Embargo,InActive,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131024,Active,Active,Active,InActive,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131027,Active,Active,InActive,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131028,InActive,Active,Not active/Embargo,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131029,InActive,Active,Active,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131030,InActive,Active,InActive,Active,InActive,Active,SONIPAT,HARYANA,NORTH,SJ93,SJ93
131039,InActive,Active,InActive,Active,Active,Active,SONIPAT,Haryana,NORTH,SJ93,SJ93
131101,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
131102,Active,Active,InActive,Active,Active,Active,Samalkha,Haryana,NORTH,SJ93,SJ93
131103,Active,Active,InActive,Active,Active,Active,KHARKHODA,Haryana,NORTH,SJ93,SJ93
131301,InActive,Active,InActive,Active,Active,Active,GOHANA,Haryana,NORTH,SJ93,SJ93
131302,InActive,Active,InActive,InActive,Active,Active,GOHANA,Haryana,NORTH,SJ93,SJ93
131304,Active,Active,InActive,InActive,Active,Active,GOHANA,Haryana,NORTH,SJ93,SJ93
131305,Active,Active,InActive,Active,Active,Active,GOHANA,Haryana,NORTH,SJ93,SJ93
131306,Active,Active,InActive,InActive,Active,Active,BUTANA,Haryana,NORTH,SJ93,SJ93
131402,Active,Active,InActive,InActive,Active,Active,KHARKHODA,Haryana,NORTH,SJ93,SJ93
131403,InActive,Active,Not active/Embargo,InActive,Active,Active,KHARKHODA,Haryana,NORTH,SJ93,SJ93
131408,InActive,Active,InActive,InActive,InActive,Active,KHARKHODA,Haryana,NORTH,SJ93,SJ93
131409,InActive,Active,InActive,InActive,Active,Active,BUTANA,Haryana,NORTH,SJ93,SJ93
132001,Active,Active,Not active/Embargo,Active,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132022,Active,Active,Not active/Embargo,Active,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132023,Active,Active,Not active/Embargo,InActive,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132024,InActive,Active,InActive,InActive,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132036,Active,Active,InActive,InActive,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132037,Active,Active,InActive,Active,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132039,Active,Active,InActive,Active,Active,Active,ASANDH,Haryana,NORTH,SJ93,SJ93
132040,InActive,Active,InActive,InActive,InActive,Active,KARNAL,Haryana,NORTH,S0CV,S0CV
132041,Active,Active,InActive,InActive,Active,Active,LADWA,Haryana,NORTH,SJ93,SJ93
132046,Active,Active,InActive,Active,Active,Active,ASANDH,Haryana,NORTH,SJ93,SJ93
132054,InActive,Active,InActive,Active,InActive,Active,LADWA,Haryana,NORTH,S0CV,S0CV
132101,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132102,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132103,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132104,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132105,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132106,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132107,Active,Active,InActive,Active,Active,Active,Samalkha,Haryana,NORTH,SJ93,SJ93
132108,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132113,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132114,Active,Active,InActive,Active,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132115,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132116,Active,Active,InActive,Active,Active,Active,KARNAL,Haryana,NORTH,SJ93,SJ93
132117,InActive,Active,InActive,Active,Active,Active,KARNAL,Haryana,NORTH,S0CV,SJ93
132122,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132140,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132145,Active,Active,InActive,Active,Active,Active,PANIPAT,Haryana,NORTH,SJ93,SJ93
132157,InActive,Active,InActive,Active,Active,Active,KARNAL,Haryana,NORTH,S0CV,S0CV
133001,Active,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133004,Active,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133005,Active,Active,Active,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133006,InActive,Active,Active,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133008,InActive,Active,Active,Active,InActive,Active,SONIPAT,HARYANA,NORTH,SJ93,SJ93
133010,InActive,Active,Active,Active,InActive,Active,SONIPAT,HARYANA,NORTH,SJ93,SJ93
133101,InActive,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133102,InActive,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
133103,Active,Active,InActive,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
133104,Active,Active,InActive,Active,Active,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133201,Active,Active,Not active/Embargo,Active,Active,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133202,Active,Active,InActive,Active,Active,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133203,InActive,Active,InActive,Active,InActive,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133204,Active,Active,InActive,Active,Active,Active,BILASPURH,Haryana,NORTH,S0CV,S0CV
133205,Active,Active,InActive,Active,Active,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133206,InActive,Active,InActive,Active,Active,Active,BILASPURH,Haryana,NORTH,S0CV,S0CV
133207,InActive,Active,InActive,Active,Active,Active,BARARA,Haryana,NORTH,S0CV,S0CV
133301,Active,Active,InActive,Active,Active,Active,KALKA,Haryana,NORTH,S0CV,S0CV
133302,Active,Active,Not active/Embargo,Active,Active,Active,KALKA,Haryana,NORTH,S0CV,S0CV
134003,Active,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
134005,InActive,Active,Active,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
134007,Active,Active,Active,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
134008,InActive,Active,Active,Active,InActive,Active,AMBALA,HARYANA,NORTH,S0CV,S0CV
134101,Active,Active,InActive,Active,Active,Active,KALKA,Haryana,NORTH,S0CV,S0CV
134102,Active,Active,InActive,Active,Active,Active,KALKA,Haryana,NORTH,S0CV,S0CV
134103,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134104,Active,Active,InActive,Active,Active,Active,KALKA,Haryana,NORTH,S0CV,S0CV
134105,Active,Active,InActive,Active,Active,Active,PANCHKULA,HARYANA,NORTH,S0CV,S0CV
134107,Active,Active,Not active/Embargo,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134108,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134109,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134112,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134113,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134114,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134116,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134117,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134118,Active,Active,Active,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
134201,Active,Active,Not active/Embargo,Active,Active,Active,NARAINGARH,Haryana,NORTH,S0CV,S0CV
134202,Active,Active,Active,Active,Active,Active,NARAINGARH,Haryana,NORTH,S0CV,S0CV
134203,Active,Active,InActive,Active,Active,Active,NARAINGARH,Haryana,NORTH,S0CV,S0CV
134204,Active,Active,Active,Active,Active,Active,NARAINGARH,Haryana,NORTH,S0CV,S0CV
134205,Active,Active,InActive,Active,Active,Active,PANCHKULA,Haryana,NORTH,S0CV,S0CV
135001,InActive,Active,Active,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
135002,InActive,Active,Active,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
135003,InActive,Active,Active,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
135004,InActive,Active,Not active/Embargo,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
135021,InActive,Active,InActive,Active,Active,Active,BILASPURH,Haryana,NORTH,SJ93,S0CV
135101,InActive,Active,Not active/Embargo,Active,Active,Active,YAMUNA NAGAR,Haryana,NORTH,S0CV,S0CV
135102,InActive,Active,InActive,Active,Active,Active,BILASPURH,Haryana,NORTH,S0CV,S0CV
135103,InActive,Active,InActive,Active,Active,Active,BILASPURH,Haryana,NORTH,S0CV,S0CV
135106,InActive,Active,InActive,Active,InActive,Active,BILASPURH,Haryana,NORTH,S0CV,S0CV
135133,InActive,Active,InActive,Active,Active,Active,LADWA,Haryana,NORTH,S0CV,S0CV
136020,InActive,Active,InActive,Active,Active,Active,PEHOWA,Haryana,NORTH,S0CV,S0CV
136021,InActive,Active,InActive,Active,InActive,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136026,InActive,Active,Not active/Embargo,Active,Active,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136027,InActive,Active,InActive,Active,Active,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136030,InActive,Active,InActive,Active,InActive,Active,PEHOWA,Haryana,NORTH,S0CV,S0CV
136033,InActive,Active,InActive,Active,Active,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136034,InActive,Active,InActive,Active,InActive,Active,KAITHAL,Haryana,NORTH,S0CV,S0CV
136035,InActive,Active,InActive,Active,InActive,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136038,InActive,Active,Active,Active,Active,Active,KURUKSHETRA,Haryana,NORTH,S0CV,S0CV
136042,InActive,Active,InActive,Active,InActive,Active,KAITHAL,Haryana,NORTH,S0CV,S0CV
136043,Active,Active,InActive,Active,Active,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136044,Active,Active,InActive,Active,Active,Active,ASANDH,Haryana,NORTH,SJ93,SJ93
136117,Active,Active,InActive,InActive,Active,Active,KAITHAL,Haryana,NORTH,SJ93,SJ93
136118,InActive,Active,InActive,Active,Active,Active,KURUKSHETRA,Haryana,NORTH,S0CV,S0CV
136119,InActive,Active,InActive,Active,Active,Active,KURUKSHETRA,Haryana,NORTH,S0CV,S0CV
136128,InActive,Active,InActive,Active,InActive,Active,PEHOWA,Haryana,NORTH,S0CV,S0CV
136129,Active,Active,InActive,Active,Active,Active,PEHOWA,Haryana,NORTH,S0CV,S0CV
136130,Active,Active,InActive,Active,Active,Active,KURUKSHETRA,Haryana,NORTH,S0CV,S0CV
136131,InActive,Active,InActive,Active,Active,Active,KURUKSHETRA,Haryana,NORTH,S0CV,S0CV
136132,InActive,Active,InActive,Active,Active,Active,LADWA,Haryana,NORTH,S0CV,S0CV
136134,InActive,Active,Active,InActive,InActive,Active,Ambala,HARYANA,NORTH,S0CV,S0CV
136135,Active,Active,InActive,Active,Active,Active,AMBALA,Haryana,NORTH,S0CV,S0CV
136136,InActive,Active,InActive,Active,Active,Active,PEHOWA,Haryana,NORTH,S0CV,S0CV
136156,Active,Active,InActive,Active,Active,Active,LADWA,Haryana,NORTH,S0CV,S0CV
140001,InActive,Active,InActive,Active,Active,Active,Rup Nagar College,Punjab,NORTH,S0CV,S0CV
140101,Active,Active,InActive,Active,Active,Active,CHAM KAUR SAHIB,Punjab,NORTH,S0CV,S0CV
140102,Active,Active,InActive,Active,Active,Active,DERA BASSI,Punjab,NORTH,S0CV,S0CV
140103,Active,Active,InActive,Active,Active,Active,KHARAR,Punjab,NORTH,S0CV,S0CV
140108,Active,Active,InActive,Active,Active,Active,Rup Nagar College,Punjab,NORTH,S0CV,S0CV
140109,Active,Active,InActive,Active,Active,Active,RUPNAGAR,Punjab,NORTH,S0CV,S0CV
140110,Active,Active,InActive,Active,Active,Active,KHARAR,Punjab,NORTH,S0CV,S0CV
140111,InActive,Active,InActive,Active,Active,Active,CHAM KAUR SAHIB,Punjab,NORTH,S0CV,S0CV
140112,InActive,Active,InActive,Active,Active,Active,CHAM KAUR SAHIB,Punjab,NORTH,S0CV,S0CV
140113,InActive,Active,InActive,Active,Active,Active,Rup Nagar College,Punjab,NORTH,S0CV,S0CV
140114,InActive,Active,InActive,Active,Active,Active,Rup Nagar College,Punjab,NORTH,S0CV,S0CV
140115,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140116,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140117,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140118,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140119,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140123,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140124,InActive,Active,InActive,Active,InActive,Active,NANGAL,Punjab,NORTH,S0CV,S0CV
140125,InActive,Active,InActive,Active,InActive,Active,NANGAL,Punjab,NORTH,S0CV,S0CV
140126,InActive,Active,InActive,Active,InActive,Active,NANGAL,Punjab,NORTH,S0CV,S0CV
140127,InActive,Active,InActive,InActive,InActive,Active,ROPAR,PUNJAB,NORTH,S0CV,S0CV
140128,InActive,Active,InActive,InActive,InActive,Active,Anandpur Sahib,PUNJAB,NORTH,S0CV,S0CV
140133,InActive,Active,InActive,Active,InActive,Active,ANANDPUR SAHIB,Punjab,NORTH,S0CV,S0CV
140201,Active,Active,InActive,Active,Active,Active,PATIALA,Punjab,NORTH,S0CV,S0CV
140301,Active,Active,InActive,InActive,Active,Active,KHARAR,Punjab,NORTH,S0CV,S0CV
140306,Active,Active,InActive,Active,Active,Active,MOHALI,Punjab,NORTH,S0CV,S0CV
140307,Active,Active,InActive,InActive,Active,Active,MOHALI,Punjab,NORTH,S0CV,S0CV
140308,Active,Active,InActive,Active,Active,Active,MOHALI,Punjab,NORTH,S0CV,S0CV
140401,InActive,Active,InActive,Active,Active,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140402,InActive,Active,InActive,Active,Active,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140405,InActive,Active,InActive,InActive,InActive,Active,FATEHGARH SAHIB,Punjab,NORTH,S0CV,S0CV
140406,InActive,Active,InActive,Active,Active,Active,FATEHGARH SAHIB,Punjab,NORTH,S0CV,S0CV
140407,InActive,Active,InActive,Active,InActive,Active,FATEHGARH SAHIB,Punjab,NORTH,S0CV,S0CV
140408,InActive,Active,InActive,Active,InActive,Active,FATEGARH,PUNJAB,NORTH,S0CV,S0CV
140412,InActive,Active,InActive,Active,InActive,Active,FATEHGARH SAHIB,Punjab,NORTH,S0CV,S0CV
140413,Active,Active,InActive,InActive,Active,Active,KHARAR,Punjab,NORTH,S0CV,S0CV
140417,Active,Active,InActive,Active,Active,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140501,Active,Active,InActive,Active,Active,Active,Samana,Punjab,NORTH,S0CV,S0CV
140506,Active,Active,InActive,Active,Active,Active,Samana,Punjab,NORTH,S0CV,S0CV
140507,Active,Active,InActive,Active,Active,Active,PATIALA,Punjab,NORTH,S0CV,S0CV
140601,Active,Active,InActive,Active,Active,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140602,Active,Active,InActive,Active,Active,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140603,Active,Active,InActive,Active,Active,Active,PATIALA,Punjab,NORTH,S0CV,S0CV
140604,Active,Active,InActive,Active,Active,Active,PATIALA,Punjab,NORTH,S0CV,S0CV
140701,InActive,Active,InActive,Active,InActive,Active,RAJPURA,Punjab,NORTH,S0CV,S0CV
140702,InActive,Active,InActive,InActive,InActive,Active,Samana,Punjab,NORTH,S0CV,S0CV
140802,InActive,Active,InActive,Active,InActive,Active,CHAM KAUR SAHIB,Punjab,NORTH,S0CV,S0CV
140901,Active,Active,InActive,Active,Active,Active,CHANDIGARH,Chandigarh,NORTH,S0CV,S0CV
141001,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141002,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141003,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141004,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141006,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141007,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141008,Active,Active,Not active/Embargo,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141010,Active,Active,Active,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141011,Active,Active,Active,Active,Active,Active,LUDHIANA,PUNJAB,NORTH,S0CV,S0CV
141012,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141013,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141014,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141015,Active,Active,Active,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141016,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141017,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141101,Active,Active,Active,Active,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141102,Active,Active,Active,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141103,Active,Active,Active,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141104,Active,Active,Active,Active,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141105,Active,Active,InActive,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141106,Active,Active,InActive,Active,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141107,Active,Active,Active,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141108,Active,Active,Active,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141109,Active,Active,InActive,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141110,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141112,Active,Active,InActive,InActive,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141113,Active,Active,InActive,Active,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141114,InActive,Active,InActive,Active,Active,Active,SAMRALA,Punjab,NORTH,S0CV,S0CV
141115,InActive,Active,InActive,Active,Active,Active,SAMRALA,Punjab,NORTH,S0CV,S0CV
141116,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141117,Active,Active,InActive,Active,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141118,Active,Active,InActive,InActive,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141119,InActive,Active,InActive,Active,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141120,Active,Active,InActive,Active,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141121,InActive,Active,InActive,Active,Active,Active,CHAM KAUR SAHIB,Punjab,NORTH,S0CV,S0CV
141122,Active,Active,InActive,Active,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141123,Active,Active,Active,Active,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141125,InActive,Active,InActive,InActive,Active,Active,SAMRALA,Punjab,NORTH,S0CV,S0CV
141126,Active,Active,InActive,InActive,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141127,Active,Active,InActive,InActive,Active,Active,LUDHIANA,Punjab,NORTH,S0CV,S0CV
141201,Active,Active,InActive,InActive,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141202,Active,Active,InActive,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141203,Active,Active,InActive,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141204,Active,Active,InActive,InActive,Active,Active,MALER KOTLA,Punjab,NORTH,S0CV,S0CV
141205,Active,Active,InActive,InActive,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
141206,Active,Active,InActive,InActive,Active,Active,SAHNEWAL,Punjab,NORTH,S0CV,S0CV
141401,InActive,Active,InActive,Active,Active,Active,MANDIGOBINDGARH,Punjab,NORTH,S0CV,S0CV
141411,InActive,Active,InActive,Active,InActive,NSZ,MANDIGOBINDGARH,Punjab,NORTH,S0CV,S0CV
141412,Active,Active,InActive,InActive,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141413,Active,Active,InActive,InActive,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141414,InActive,Active,InActive,InActive,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141415,InActive,Active,InActive,Active,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141416,Active,Active,InActive,Active,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141417,InActive,Active,InActive,InActive,Active,Active,MANDIGOBINDGARH,Punjab,NORTH,S0CV,S0CV
141418,Active,Active,InActive,InActive,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141419,Active,Active,InActive,InActive,Active,Active,PAYAL Taluk,Punjab,NORTH,S0CV,S0CV
141421,Active,Active,InActive,Active,Active,Active,PAYAL,Punjab,NORTH,S0CV,S0CV
141422,Active,Active,Active,Active,Active,Active,RAIKOT,Punjab,NORTH,S0CV,S0CV
